# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1428       1.138068303090e-10       1.652261340505e-12      -6.053803904935e-12       0.000000000000e+00       1.588822388167e-15       5.465155925015e-16      -3.274671154614e-17 
 1429       1.137974053808e-10       1.634762837757e-12      -5.957239080567e-12       0.000000000000e+00       1.584364774108e-15       5.457071963767e-16      -3.198782246202e-17 
 1430       1.137806961045e-10       1.617687086045e-12      -5.859909452009e-12       0.000000000000e+00       1.579921949815e-15       5.448579422095e-16      -3.122966100479e-17 
 1431       1.137566403384e-10       1.601040591387e-12      -5.761854060354e-12       0.000000000000e+00       1.575493847499e-15       5.439641912421e-16      -3.047236219692e-17 
 1432       1.137251757181e-10       1.584829888114e-12      -5.663112175065e-12       0.000000000000e+00       1.571080398540e-15       5.430222850508e-16      -2.971606177711e-17 
 1433       1.136862396560e-10       1.569061538915e-12      -5.563723294381e-12       0.000000000000e+00       1.566681533487e-15       5.420285455120e-16      -2.896089620145e-17 
 1434       1.136397693412e-10       1.553742134879e-12      -5.463727145714e-12       0.000000000000e+00       1.562297182051e-15       5.409792747682e-16      -2.820700264464e-17 
 1435       1.135857017387e-10       1.538878295542e-12      -5.363163686058e-12       0.000000000000e+00       1.557927273110e-15       5.398707551944e-16      -2.745451900126e-17 
 1436       1.135239735897e-10       1.524476668932e-12      -5.262073102392e-12       0.000000000000e+00       1.553571734701e-15       5.386992493635e-16      -2.670358388694e-17 
 1437       1.134545214108e-10       1.510543931610e-12      -5.160495812081e-12       0.000000000000e+00       1.549230494022e-15       5.374610000131e-16      -2.595433663959e-17 
 1438       1.133772814939e-10       1.497086788721e-12      -5.058472463283e-12       0.000000000000e+00       1.544903477430e-15       5.361522300108e-16      -2.520691732064e-17 
 1439       1.132921899059e-10       1.484111974030e-12      -4.956043935348e-12       0.000000000000e+00       1.540590610437e-15       5.347691423209e-16      -2.446146671625e-17 
 1440       1.131991824883e-10       1.471626249973e-12      -4.853251339227e-12       0.000000000000e+00       1.536291817711e-15       5.333079199699e-16      -2.371812633852e-17 
 1441       1.130982140533e-10       1.459635068909e-12      -4.750134640631e-12       0.000000000000e+00       1.532007029684e-15       5.317657169473e-16      -2.297702014190e-17 
 1442       1.129893161858e-10       1.448138541915e-12      -4.646728513423e-12       0.000000000000e+00       1.527736202466e-15       5.301436419761e-16      -2.223819946686e-17 
 1443       1.128725400275e-10       1.437135429166e-12      -4.543066444946e-12       0.000000000000e+00       1.523479298130e-15       5.284438049577e-16      -2.150169753987e-17 
 1444       1.127479371346e-10       1.426624474980e-12      -4.439182109766e-12       0.000000000000e+00       1.519236278118e-15       5.266683288084e-16      -2.076754770769e-17 
 1445       1.126155594783e-10       1.416604407787e-12      -4.335109370001e-12       0.000000000000e+00       1.515007103240e-15       5.248193494825e-16      -2.003578343750e-17 
 1446       1.124754594455e-10       1.407073940092e-12      -4.230882275641e-12       0.000000000000e+00       1.510791733670e-15       5.228990159962e-16      -1.930643831711e-17 
 1447       1.123276898402e-10       1.398031768450e-12      -4.126535064872e-12       0.000000000000e+00       1.506590128946e-15       5.209094904501e-16      -1.857954605509e-17 
 1448       1.121723038836e-10       1.389476573424e-12      -4.022102164403e-12       0.000000000000e+00       1.502402247969e-15       5.188529480532e-16      -1.785514048093e-17 
 1449       1.120093552155e-10       1.381407019559e-12      -3.917618189787e-12       0.000000000000e+00       1.498228049003e-15       5.167315771456e-16      -1.713325554526e-17 
 1450       1.118388978944e-10       1.373821755347e-12      -3.813117945747e-12       0.000000000000e+00       1.494067489671e-15       5.145475792220e-16      -1.641392531994e-17 
 1451       1.116609863989e-10       1.366719413193e-12      -3.708636426499e-12       0.000000000000e+00       1.489920526952e-15       5.123031689552e-16      -1.569718399827e-17 
 1452       1.114756756282e-10       1.360098609385e-12      -3.604208816077e-12       0.000000000000e+00       1.485787117185e-15       5.100005742189e-16      -1.498306589514e-17 
 1453       1.112830209031e-10       1.353957944059e-12      -3.499870488655e-12       0.000000000000e+00       1.481667216065e-15       5.076420361114e-16      -1.427160544720e-17 
 1454       1.110830779664e-10       1.348296001166e-12      -3.395657008873e-12       0.000000000000e+00       1.477560778640e-15       5.052298089786e-16      -1.356283721302e-17 
 1455       1.108759029841e-10       1.343111348442e-12      -3.291604132162e-12       0.000000000000e+00       1.473467759311e-15       5.027661604373e-16      -1.285679587326e-17 
 1456       1.106615525460e-10       1.338402537372e-12      -3.187747805065e-12       0.000000000000e+00       1.469388111832e-15       5.002533713986e-16      -1.215351623083e-17 
 1457       1.104400836664e-10       1.334168103159e-12      -3.084124165562e-12       0.000000000000e+00       1.465321789304e-15       4.976937360912e-16      -1.145303321103e-17 
 1458       1.102115537852e-10       1.330406564691e-12      -2.980769543397e-12       0.000000000000e+00       1.461268744181e-15       4.950895620845e-16      -1.075538186177e-17 
 1459       1.099760207683e-10       1.327116424508e-12      -2.877720460395e-12       0.000000000000e+00       1.457228928262e-15       4.924431703120e-16      -1.006059735368e-17 
 1460       1.097335429087e-10       1.324296168769e-12      -2.775013630797e-12       0.000000000000e+00       1.453202292690e-15       4.897568950943e-16      -9.368714980303e-18 
 1461       1.094841789271e-10       1.321944267221e-12      -2.672685961572e-12       0.000000000000e+00       1.449188787958e-15       4.870330841629e-16      -8.679770158262e-18 
 1462       1.092279879730e-10       1.320059173162e-12      -2.570774552749e-12       0.000000000000e+00       1.445188363897e-15       4.842740986831e-16      -7.993798427402e-18 
 1463       1.089650296248e-10       1.318639323413e-12      -2.469316697740e-12       0.000000000000e+00       1.441200969682e-15       4.814823132771e-16      -7.310835450971e-18 
 1464       1.086953638916e-10       1.317683138284e-12      -2.368349883661e-12       0.000000000000e+00       1.437226553828e-15       4.786601160479e-16      -6.630917015778e-18 
 1465       1.084190512130e-10       1.317189021539e-12      -2.267911791658e-12       0.000000000000e+00       1.433265064191e-15       4.758099086019e-16      -5.954079032362e-18 
 1466       1.081361524605e-10       1.317155360365e-12      -2.168040297232e-12       0.000000000000e+00       1.429316447961e-15       4.729341060725e-16      -5.280357535152e-18 
 1467       1.078467289381e-10       1.317580525339e-12      -2.068773470560e-12       0.000000000000e+00       1.425380651666e-15       4.700351371434e-16      -4.609788682633e-18 
 1468       1.075508423831e-10       1.318462870396e-12      -1.970149576822e-12       0.000000000000e+00       1.421457621170e-15       4.671154440718e-16      -3.942408757509e-18 
 1469       1.072485549670e-10       1.319800732794e-12      -1.872207076525e-12       0.000000000000e+00       1.417547301668e-15       4.641774827117e-16      -3.278254166868e-18 
 1470       1.069399292960e-10       1.321592433084e-12      -1.774984625823e-12       0.000000000000e+00       1.413649637689e-15       4.612237225370e-16      -2.617361442347e-18 
 1471       1.066250284122e-10       1.323836275074e-12      -1.678521076849e-12       0.000000000000e+00       1.409764573092e-15       4.582566466650e-16      -1.959767240295e-18 
 1472       1.063039157939e-10       1.326530545802e-12      -1.582855478028e-12       0.000000000000e+00       1.405892051065e-15       4.552787518797e-16      -1.305508341936e-18 
 1473       1.059766553569e-10       1.329673515495e-12      -1.488027074412e-12       0.000000000000e+00       1.402032014123e-15       4.522925486549e-16      -6.546216535376e-19 
 1474       1.056433114550e-10       1.333263437542e-12      -1.394075307996e-12       0.000000000000e+00       1.398184404110e-15       4.493005611774e-16      -7.144206569531e-21 
 1475       1.053039488808e-10       1.337298548462e-12      -1.301039818047e-12       0.000000000000e+00       1.394349162192e-15       4.463053273705e-16       6.368868421279e-19 
 1476       1.049586328665e-10       1.341777067866e-12      -1.208960441425e-12       0.000000000000e+00       1.390526228861e-15       4.433093989172e-16       1.277434210181e-18 
 1477       1.046074290848e-10       1.346697198430e-12      -1.117877212910e-12       0.000000000000e+00       1.386715543930e-15       4.403153412836e-16       1.914460489520e-18 
 1478       1.042504036496e-10       1.352057125857e-12      -1.027830365522e-12       0.000000000000e+00       1.382917046533e-15       4.373257337417e-16       2.547928146212e-18 
 1479       1.038876231167e-10       1.357855018848e-12      -9.388603308493e-13       0.000000000000e+00       1.379130675123e-15       4.343431693932e-16       3.177799520299e-18 
 1480       1.035191624086e-10       1.364088218954e-12      -8.510035264468e-13       0.000000000000e+00       1.375356372826e-15       4.313698145167e-16       3.804035799634e-18 
 1481       1.031451286725e-10       1.370750801441e-12      -7.642796718520e-13       0.000000000000e+00       1.371594103554e-15       4.284060817993e-16       4.426593930639e-18 
 1482       1.027656376593e-10       1.377835990256e-12      -6.787043478657e-13       0.000000000000e+00       1.367843836045e-15       4.254519440396e-16       5.045429676688e-18 
 1483       1.023808058228e-10       1.385336965875e-12      -5.942931981928e-13       0.000000000000e+00       1.364105538527e-15       4.225073736326e-16       5.660498641121e-18 
 1484       1.019907503209e-10       1.393246865224e-12      -5.110619295361e-13       0.000000000000e+00       1.360379178713e-15       4.195723425692e-16       6.271756267019e-18 
 1485       1.015955890164e-10       1.401558781609e-12      -4.290263116891e-13       0.000000000000e+00       1.356664723805e-15       4.166468224354e-16       6.879157836988e-18 
 1486       1.011954404789e-10       1.410265764631e-12      -3.482021776299e-13       0.000000000000e+00       1.352962140486e-15       4.137307844110e-16       7.482658472934e-18 
 1487       1.007904239854e-10       1.419360820113e-12      -2.686054236143e-13       0.000000000000e+00       1.349271394923e-15       4.108241992690e-16       8.082213135843e-18 
 1488       1.003806595218e-10       1.428836910023e-12      -1.902520092693e-13       0.000000000000e+00       1.345592452768e-15       4.079270373749e-16       8.677776625567e-18 
 1489       9.996626778431e-11       1.438686952394e-12      -1.131579576864e-13       0.000000000000e+00       1.341925279151e-15       4.050392686857e-16       9.269303580594e-18 
 1490       9.954737018025e-11       1.448903821250e-12      -3.733935551505e-14       0.000000000000e+00       1.338269838684e-15       4.021608627489e-16       9.856748477836e-18 
 1491       9.912408882961e-11       1.459480346529e-12       3.718764694390e-14       0.000000000000e+00       1.334626095459e-15       3.992917887018e-16       1.044006563240e-17 
 1492       9.869654656612e-11       1.470409314002e-12       1.104068356449e-13       0.000000000000e+00       1.330994013043e-15       3.964320152708e-16       1.101920919739e-17 
 1493       9.826486693854e-11       1.481683465199e-12       1.823019327044e-13       0.000000000000e+00       1.327373554482e-15       3.935815107702e-16       1.159413316364e-17 
 1494       9.782917421184e-11       1.493295497334e-12       2.528565963071e-13       0.000000000000e+00       1.323764682298e-15       3.907402431016e-16       1.216479135955e-17 
 1495       9.738959336844e-11       1.505238063222e-12       3.220544206131e-13       0.000000000000e+00       1.320167358487e-15       3.879081797531e-16       1.273113745082e-17 
 1496       9.694625010946e-11       1.517503771206e-12       3.898789356641e-13       0.000000000000e+00       1.316581544517e-15       3.850852877981e-16       1.329312494026e-17 
 1497       9.649927085590e-11       1.530085185079e-12       4.563136072901e-13       0.000000000000e+00       1.313007201332e-15       3.822715338947e-16       1.385070716755e-17 
